OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Full Address,Latitude,Longitude
63668,PILOT #4579,"I-26, EXIT 139",Saint Matthews,SC,135,3.509,"I-26, EXIT 139, Saint Matthews",34.3154473,-81.5817733
63669,One9 #1248,"I-45, EXIT 271",Wilmer,TX,630,2.75566666,"I-45, EXIT 271, Wilmer",32.5881179,-96.6776116
63671,WESTERN TRAVEL TERMINAL,US-26 & US-85,Torrington                              ,WY,795,3.399,"US-26 & US-85, Torrington                              ",42.0598129,-104.1782436
63676,CORNER EXPRESS,ST 55,Wellston                                ,MI,456,3.499,"ST 55, Wellston                                ",0.0,0.0
63680,ALLTOWN MARKETS-FLYING J #896,I-93 EXIT 11 & SR 3A,Bow,NH,39,4.099,"I-93 EXIT 11 & SR 3A, Bow",43.2897137,-71.5707282
63685,RIVER HEIGHTS GROCERY,US-64/SR-69/SR-15,Crump                                   ,TN,435,3.099,"US-64/SR-69/SR-15, Crump                                   ",35.222421,-88.3248587
63690,LOVES TRAVEL STOP #277,"I-30, EXIT 46",Prescott,AR,635,3.47566666,"I-30, EXIT 46, Prescott",33.8159084,-93.4165186
63691,JIMMIES AUTO TRUCK PLAZA,"I-10, EXIT 262",Lee,FL,20,3.84733333,"I-10, EXIT 262, Lee",30.5279928,-99.852776
63694,PILOT TRAVEL CENTERS #261,"I-55, EXIT 186",Winona,MS,576,3.499,"I-55, EXIT 186, Winona",33.499719,-89.7653514
63695,FLYING J TRAVEL PLAZA #634,"I-20/SR-402, EXIT 19 & SR-113",Temple,GA,18,3.419,"I-20/SR-402, EXIT 19 & SR-113, Temple",33.6023523,-85.0788972
63697,MILLER MART #40,"I-64, EXIT 255B",Newport News,VA,130,3.30566666,"I-64, EXIT 255B, Newport News",37.1141932,-76.4893519
63699,DEWITT TRAVEL MART,"US-30, EXIT 313",De Witt,IA,270,3.599,"US-30, EXIT 313, De Witt",41.8077608,-90.5475568
63700,WIXOM FUEL STOP,"I-96, EXIT 159",Wixom,MI,325,3.999,"I-96, EXIT 159, Wixom",42.4977461,-83.5344639
63701,FLYING J TRAVEL PLAZA #742,"I-80, EXIT 98/99",Tooele                                  ,UT,835,3.759,"I-80, EXIT 98/99, Tooele                                  ",40.7269343,-98.6697482
63702,QUICK FUEL #2501,"I-264, EXIT 14",Louisville,KY,415,3.08233333,"I-264, EXIT 14, Louisville",38.1994388,-85.7015169
63703,QUICK FUEL #2303,"I-71, EXIT 104/FRANK RD EXIT",Columbus,OH,315,3.56566666,"I-71, EXIT 104/FRANK RD EXIT, Columbus",39.950565,-83.0159681
63704,QUICK FUEL #2301,"I-275, EXIT 44",Cincinnati,OH,300,3.239,"I-275, EXIT 44, Cincinnati",39.0542947,-84.6253197
63706,QUICK FUEL #1003,"I-41/US-45, EXIT 45 & CR-EE",Milwaukee,WI,444,3.42566666,"I-41/US-45, EXIT 45 & CR-EE, Milwaukee",42.9660765,-88.0386286
63715,FLYING J TRAVEL PLAZA #772,"I-215, EXIT 28",North Salt Lake                         ,UT,835,3.73233333,"I-215, EXIT 28, North Salt Lake                         ",40.8341438,-111.9319933
63716,EXPRESS LANE #34,"I-39, EXIT 115",Rockford,IL,520,3.549,"I-39, EXIT 115, Rockford",42.2588369,-88.9647443
63716,EXPRESS LANE #34,"I-39, EXIT 115",Rockford,IL,520,3.749,"I-39, EXIT 115, Rockford",42.2588369,-88.9647443
63718,ROAD RANGER #210,"I-39/US-51, EXIT 99 & SR-38",Rochelle,IL,520,3.699,"I-39/US-51, EXIT 99 & SR-38, Rochelle",42.2588369,-88.96474429999999
63720,FLYING J TRAVEL PLAZA #611,"I-10, EXIT 137",Phoenix,AZ,930,3.589,"I-10, EXIT 137, Phoenix",33.4615878,-112.1474423
63721,ROAD RUNNER TRAVEL CENTER,I-69E/US-77 & CR-892,Robstown,TX,625,3.349,"I-69E/US-77 & CR-892, Robstown",27.774111,-97.66642600000002
63722,LOVES TRAVEL STOP #240,"I-10, EXIT 151 & SR-415",Port Allen,LA,600,3.23233333,"I-10, EXIT 151 & SR-415, Port Allen",30.4402978,-91.2118906
63724,LOVES TRAVEL STOP #244,"I-40, EXIT 87 & US-70/US-412",Jackson,TN,435,3.49733333,"I-40, EXIT 87 & US-70/US-412, Jackson",35.3176577,-89.6342557
63725,TA CARTERSVILLE TRAVEL CENTER,"I-75, EXIT 296",Cartersville,GA,18,3.599,"I-75, EXIT 296, Cartersville",34.1906041,-84.7669717
63726,FLYING J TRAVEL PLAZA #706,"I-44 & I-244, EXIT 236",Tulsa,OK,560,3.36566666,"I-44 & I-244, EXIT 236, Tulsa",36.1624584,-95.81811019999999
63727,LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,32,3.719,"I-81, EXIT 3, Binghamton",42.1153123,-75.8850209
63727,LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,32,3.749,"I-81, EXIT 3, Binghamton",42.1153123,-75.8850209
63727,LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,32,3.689,"I-81, EXIT 3, Binghamton",42.1153123,-75.8850209
63727,LOVES TRAVEL STOP #403,"I-81, EXIT 3",Binghamton,NY,32,3.679,"I-81, EXIT 3, Binghamton",42.1153123,-75.8850209
63728,PILOT TRAVEL CENTERS #43,"I-80, EXIT 284",Walcott,IA,270,3.88566666,"I-80, EXIT 284, Walcott",41.6188375,-90.7950123
63728,PILOT TRAVEL CENTER #43,"I-80, EXIT 284",Walcott,IA,270,3.859,"I-80, EXIT 284, Walcott",41.6188375,-90.7950123
63729,PILOT TRAVEL CENTERS #147,"I-80, EXIT 410",West Wendover                           ,NV,835,3.709,"I-80, EXIT 410, West Wendover                           ",40.7448963,-114.0768401
63730,PILOT TRAVEL CENTERS #309,"I-77, EXIT 25",Caldwell,OH,430,3.65233333,"I-77, EXIT 25, Caldwell",37.7323223,-81.2029291
63731,LOVES TRAVEL STOP #243,"I-10, EXIT 43 & SR-383",Iowa,LA,690,3.58733333,"I-10, EXIT 43 & SR-383, Iowa",41.8780025,-93.097702
63732,LOVES TRAVEL STOP #265,"I-10, EXIT 200",Eloy,AZ,930,3.434,"I-10, EXIT 200, Eloy",32.7712262,-111.6094565
63734,CIRCLE K #2723472,US-70 & SR-58,Kinston,NC,63,3.319,"US-70 & SR-58, Kinston",35.2444063,-77.5850932
63736,PLATEAU TRUCK AND AUTO CENTER,"I-10, EXIT 159",Van Horn                                ,TX,640,3.099,"I-10, EXIT 159, Van Horn                                ",31.0374233,-104.8255618
63737,I 10 DUSON TRUCK STOP,"I-10, AUSTRIA ROAD",Duson,LA,730,3.41066666,"I-10, AUSTRIA ROAD, Duson",30.2475962,-92.1938478
63738,U STOP 33,US-77,Beatrice,NE,413,3.399,"US-77, Beatrice",40.2697344,-96.7467409
63740,CIRCLE K #2723478,US-29,Blairs,VA,185,3.439,"US-29, Blairs",34.937042,-82.066208
63741,SHELL,"I-295, EXIT 15",Chester,VA,180,3.20233333,"I-295, EXIT 15, Chester",37.4220784,-77.3436437
63743,PILOT TRAVEL CENTERS #370,"I-81, EXIT 175",Pittston,PA,200,4.17566666,"I-81, EXIT 175, Pittston",39.4719443,-77.9881216
63744,PILOT TRAVEL CENTERS #439,"I-24, EXIT 86",Oak Grove,KY,415,3.15233333,"I-24, EXIT 86, Oak Grove",36.6840543,-87.4094242
63745,PILOT TRAVEL CENTER #447,"I-64, EXIT 25",Haubstadt,IN,340,3.959,"I-64, EXIT 25, Haubstadt",38.1557939,-83.6123938
63745,PILOT TRAVEL CENTERS #447,"I-64, EXIT 25",Haubstadt,IN,340,3.959,"I-64, EXIT 25, Haubstadt",38.1557939,-83.6123938
63746,PILOT TRAVEL CENTERS #453,"I-85, EXIT 90",Gaffney,SC,210,3.429,"I-85, EXIT 90, Gaffney",35.0966822,-81.6637787
63747,PILOT TRAVEL CENTERS #440,"I-71, EXIT 28",Pendleton,KY,415,3.759,"I-71, EXIT 28, Pendleton",39.6390794,-83.5662558
63751,PETRO STOPPING CENTER #328,"I-20 & I-55, EXIT 45",Jackson,MS,620,3.109,"I-20 & I-55, EXIT 45, Jackson",32.2760513,-90.2057911
63752,MR FUEL #732,"I-80, EXIT 226",Girard,OH,573,3.239,"I-80, EXIT 226, Girard",41.1483346,-80.6985187
63753,PILOT TRAVEL CENTER #4558,"I-75, EXIT 318",Calhoun,GA,285,3.28566666,"I-75, EXIT 318, Calhoun",34.4966074,-84.920909
63753,PILOT #4558,"I-75, EXIT 318",Calhoun,GA,285,3.30566666,"I-75, EXIT 318, Calhoun",34.4966074,-84.920909
63754,U SAVE TRAVEL PLAZA,US-19 & SR-129,Mount Nebo,WV,44,3.599,"US-19 & SR-129, Mount Nebo",38.1966945,-80.8619793
63755,PILOT TRAVEL CENTERS #196,"I-40, EXIT 325 & US-64",Roland,OK,645,3.739,"I-40, EXIT 325 & US-64, Roland",35.4342336,-97.4079382
63756,PILOT TRAVEL CENTERS #144,"I-20, EXIT 200",Augusta,GA,135,3.859,"I-20, EXIT 200, Augusta",33.4812716,-82.1718646
63756,PILOT TRAVEL CENTER #144,"I-20, EXIT 200",Augusta,GA,135,3.859,"I-20, EXIT 200, Augusta",33.4812716,-82.1718646
63759,BUFFALO RANCH,US/69/US-60 & US-59,Afton,OK,560,3.099,"US/69/US-60 & US-59, Afton",36.7064955,-94.93013959999999
63760,CASH MAGIC CITGO HOUMA,I-57,Houma,LA,725,3.56566666,"I-57, Houma",29.5957696,-90.71953479999999
63761,7Fleet #46589,"I-94/US-52, EXIT 205 & SR-241",Saint Michael,MN,448,3.309,"I-94/US-52, EXIT 205 & SR-241, Saint Michael",45.209964,-93.6649642
63762,MINIT MART #600643,"I-57, EXIT 322",Manteno,IL,290,3.299,"I-57, EXIT 322, Manteno",41.2469454,-87.854112
63762,MINIT MART #600643,"I-57, EXIT 322",Manteno,IL,290,3.399,"I-57, EXIT 322, Manteno",41.2469454,-87.854112
63762,MINIT MART #600643,"I-57, EXIT 322",Manteno,IL,290,3.249,"I-57, EXIT 322, Manteno",41.2469454,-87.854112
63763,Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,290,3.599,"I-80, EXIT 77 & SR-351, La Salle",41.3680948,-89.0631104
63763,Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,290,3.399,"I-80, EXIT 77 & SR-351, La Salle",41.3680948,-89.0631104
63763,Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,290,3.459,"I-80, EXIT 77 & SR-351, La Salle",41.3680948,-89.0631104
63763,Flying J Travel Plaza #644,"I-80, EXIT 77 & SR-351",La Salle,IL,290,3.299,"I-80, EXIT 77 & SR-351, La Salle",41.3680948,-89.0631104
63764,LOVES TRAVEL STOP #288,"I-45, EXIT 198 & US-84",Fairfield,TX,765,3.429,"I-45, EXIT 198 & US-84, Fairfield",31.7165495,-96.1769725
63766,PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,325,3.599,"US-23, EXIT 5 & US-223, Ottawa Lake",41.8748935,-84.043084
63766,PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,325,3.659,"US-23, EXIT 5 & US-223, Ottawa Lake",41.8748935,-84.043084
63766,PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,325,3.579,"US-23, EXIT 5 & US-223, Ottawa Lake",41.8748935,-84.043084
63766,PILOT TRAVEL CENTERS #26,"US-23, EXIT 5 & US-223",Ottawa Lake,MI,325,3.649,"US-23, EXIT 5 & US-223, Ottawa Lake",41.8748935,-84.043084
63767,HOP-IN FOOD STORES,I-27 & FM-1729,New Deal,TX,700,2.92566666,"I-27 & FM-1729, New Deal",33.5968007,-101.7317314
63768,PILOT TRAVEL CENTERS #443,"I-70, EXIT 49",Higginsville,MO,400,3.23566666,"I-70, EXIT 49, Higginsville",38.9976399,-93.7219028
63770,FLYING J TRAVEL PLAZA #694,"I-90, EXIT 223",Austinburg,OH,305,3.859,"I-90, EXIT 223, Austinburg",41.7782626,-80.8699088
63771,FLYING J FUEL STOP #572,"I-35, EXIT 144",Williams                                ,IA,433,3.699,"I-35, EXIT 144, Williams                                ",37.9418219,-96.7515814
63771,FLYING J TRAVEL PLAZA #572,"I-35, EXIT 144",Williams                                ,IA,433,3.699,"I-35, EXIT 144, Williams                                ",37.9418219,-96.7515814
63773,QUIKTRIP #179,ST 152,Liberty,MO,400,2.999,"ST 152, Liberty",0.0,0.0
63774,PILOT TRAVEL CENTERS #150,"I-70, EXIT 24 &SR-63",Hagerstown,MD,22,3.959,"I-70, EXIT 24 &SR-63, Hagerstown",39.605201,-77.7223316
63775,FLYING J #646,"I-90/39, EXIT 1 & US-51 & SR-75",South Beloit,IL,290,3.799,"I-90/39, EXIT 1 & US-51 & SR-75, South Beloit",35.9846577,-89.3933729
63775,FLYING J TRAVEL PLAZA #646,"I-90/39, EXIT 1 & US-51 & SR-75",South Beloit,IL,290,3.799,"I-90/39, EXIT 1 & US-51 & SR-75, South Beloit",35.9846577,-89.3933729
63776,KWIK TRIP #334,US-169/SR-60,Mankato,MN,425,3.549,"US-169/SR-60, Mankato",44.19244579999999,-94.017737
63777,KWIK TRIP #403,"I-35, EXIT 45",Owatonna,MN,425,3.499,"I-35, EXIT 45, Owatonna",44.104383,-93.2455237
63778,KWIK TRIP #662,SR-55/SR-149,Saint Paul,MN,451,3.629,"SR-55/SR-149, Saint Paul",44.8523316,-93.1298619
63781,Pilot Travel Centers #8,US-23 & PITTSBURG RD,Circleville,OH,315,3.799,"US-23 & PITTSBURG RD, Circleville",39.5573539,-82.9589241
63782,FUEL EXPRESSO #11,"I-35, EXIT 155",Lebo,KS,400,3.17233333,"I-35, EXIT 155, Lebo",38.4274177,-95.8699142
63787,LOVES TRAVEL STOP #402,"I-10, EXIT 44",Biloxi,MS,715,3.449,"I-10, EXIT 44, Biloxi",30.4478521,-88.9266964
63789,PILOT TRAVEL CENTER #448,"I-65, EXIT 240",Hebron,IN,365,3.599,"I-65, EXIT 240, Hebron",36.1602597,-86.7928871
63789,PILOT TRAVEL CENTERS #448,"I-65, EXIT 240",Hebron,IN,365,3.354,"I-65, EXIT 240, Hebron",36.1602597,-86.7928871
63790,PILOT TRAVEL CENTERS #412,"I-81, EXIT 4",White Pine,TN,405,3.699,"I-81, EXIT 4, White Pine",36.1218933,-83.3225566
63791,PILOT TRAVEL CENTERS #432,"I-35, EXIT 328",Waco,TX,765,3.22066666,"I-35, EXIT 328, Waco",31.5475261,-97.124952
63792,PILOT TRAVEL CENTER #424,"I-75, EXIT 358",Ocala,FL,140,3.41233333,"I-75, EXIT 358, Ocala",29.1754693,-82.1847272
63792,PILOT TRAVEL CENTERS #424,"I-75, EXIT 358",Ocala,FL,140,3.359,"I-75, EXIT 358, Ocala",29.1754693,-82.1847272
63793,HUTCH'S #113,US-183 & US-270/SR-15,Woodward,OK,483,2.999,"US-183 & US-270/SR-15, Woodward",36.5769655,-99.58702629999999
63794,PILOT TRAVEL CENTERS #157,"I-30, EXIT 122",Sulphur Springs,TX,723,3.309,"I-30, EXIT 122, Sulphur Springs",33.1384479,-95.6010668
63795,LOVES COUNTRY STORE #022,US-412,Clayton,NM,585,3.414,"US-412, Clayton",36.1628763,-95.7447591
63796,PETRO STOPPING CENTER #329,"I-40/I-85, EXIT 157",Mebane,NC,65,3.999,"I-40/I-85, EXIT 157, Mebane",36.0619081,-79.1353846
63798,PETRO GLADE SPRING #372,"I-81, EXIT 29",Glade Spring,VA,405,3.58733333,"I-81, EXIT 29, Glade Spring",36.7732106,-81.77874480000001
63799,LOVES TRAVEL STOP #204,US-69 BUS & US-69,Eufaula,OK,560,3.689,"US-69 BUS & US-69, Eufaula",33.1110685,-96.08534
63800,PILOT TRAVEL CENTER #255,"I-95, EXIT 40",Milford,CT,73,4.299,"I-95, EXIT 40, Milford",41.2357728,-73.0475614
63800,PILOT TRAVEL CENTERS #255,"I-95, EXIT 40",Milford,CT,73,4.299,"I-95, EXIT 40, Milford",41.2357728,-73.0475614
63801,PILOT #1126,"I-435, EXIT 55 & SR-210",Kansas City,MO,400,3.38233333,"I-435, EXIT 55 & SR-210, Kansas City",39.0997265,-94.5785667
63802,CARTERS TRAVEL CENTER,"I-40, EXIT 201N",Flagstaff                               ,AZ,930,3.689,"I-40, EXIT 201N, Flagstaff                               ",35.19722,-111.6139006
63803,KOUNTRY XPRESS,"I-40, EXIT 20",Mulberry                                ,AR,645,3.27233333,"I-40, EXIT 20, Mulberry                                ",35.4342336,-97.4079382
63805,TEX-BEST #519,US-281 & US-281 BUS & CR-1930,Alice,TX,625,2.899,"US-281 & US-281 BUS & CR-1930, Alice",26.9554158,-98.13624809999999
63812,PETRO STOPPING CENTER #330,"I-65, EXIT 86",Glendale,KY,415,3.599,"I-65, EXIT 86, Glendale",36.1602597,-86.7928871
63813,TA SAN ANTONIO TRAVELCENTER,"I-10 & FOSTER RD, EXIT 583",San Antonio,TX,740,3.20733333,"I-10 & FOSTER RD, EXIT 583, San Antonio",29.5247298,-98.5562789
63828,CIRCLE K #2723654,US-431,Boaz,AL,587,3.519,"US-431, Boaz",34.1994244,-86.1507863
63829,CALERA CHEVRON,SR-25,Calera,AL,615,3.199,"SR-25, Calera",33.1108667,-86.7284898
63836,Double Bees #109,"I-40, EXIT 183",Carlisle,AR,695,3.139,"I-40, EXIT 183, Carlisle",54.892473,-2.932931
63841,MAGNOLIA TRAVEL CENTER,US-82 & US-371,Magnolia,AR,635,3.599,"US-82 & US-371, Magnolia",33.2965087,-93.2505278
63846,71 EXPRESS,US-71,Mansfield,AR,645,3.33233333,"US-71, Mansfield",39.1736847,-94.5594511
63848,CIRCLE K #2706345,"I-30, EXIT 2",Texarkana,AR,723,3.479,"I-30, EXIT 2, Texarkana",33.4551105,-94.0898518
63850,PILOT TRAVEL CENTER #180,"I-40, EXIT 185",Bellemont,AZ,930,3.609,"I-40, EXIT 185, Bellemont",35.4342336,-97.4079382
63850,PILOT TRAVEL CENTERS #180,"I-40, EXIT 185",Bellemont,AZ,930,3.639,"I-40, EXIT 185, Bellemont",35.4342336,-97.4079382
63854,E-Z MART #4437,US-71,Boles,AR,645,3.299,"US-71, Boles",39.1736847,-94.5594511
63855,LOVES TRAVEL STOP #460,"I-10, EXIT 302",Benson,AZ,980,3.279,"I-10, EXIT 302, Benson",31.9695974,-110.3309452
63856,PILOT #1175,"I-17, EXIT 262 & SR-69",Mayer,AZ,930,3.699,"I-17, EXIT 262 & SR-69, Mayer",34.428651,-112.036179
63856,PILOT TRAVEL CENTER #1175,"I-17, EXIT 262 & SR-69",Mayer,AZ,930,3.6915,"I-17, EXIT 262 & SR-69, Mayer",34.428651,-112.036179
63870,CIRCLE K #2744074,"I-270/US-36, EXIT 4",Commerce City,CO,800,3.45566666,"I-270/US-36, EXIT 4, Commerce City",39.778509,-104.8895724
63871,Alta Convenience Store #6317,"I-70, EXIT 19",Fruita,CO,810,3.399,"I-70, EXIT 19, Fruita",39.1516234,-108.7281001
63876,Mobil,"FL TURNPIKE,  EXIT 244",Kissimmee,FL,225,3.449,"FL TURNPIKE,  EXIT 244, Kissimmee",28.2967894,-81.3555834
63887,QUIKTRIP #757,"I-79/SR-401, EXIT 306 & SR-140",Adairsville,GA,193,2.88733333,"I-79/SR-401, EXIT 306 & SR-140, Adairsville",34.3687021,-84.9341093
63893,QUICK FUEL #2204,"I-285, EXIT 58/SR-407 & I-75, EXIT 237/SR-401",Atlanta,GA,18,3.27566666,"I-285, EXIT 58/SR-407 & I-75, EXIT 237/SR-401, Atlanta",33.7630012,-84.4926539
63894,CIRCLE K #2723653,"I-75, EXIT 124",Cartersville,GA,193,3.224,"I-75, EXIT 124, Cartersville",34.1906041,-84.7669717
63895,KWIK SERV #17,"I-75, EXIT 136",Chatsworth,GA,193,3.499,"I-75, EXIT 136, Chatsworth",36.0031167,-83.9620276
63904,SUNOCO,"I-95, EXIT 19",Savannah,GA,195,3.63233333,"I-95, EXIT 19, Savannah",32.0337539,-81.2665081
63907,QUIKTRIP #737,"I-85, EXIT 137",Jefferson,GA,16,3.119,"I-85, EXIT 137, Jefferson",0.0,0.0
63909,GAS2GO,"I-95, EXIT 6",Kingsland,GA,75,3.109,"I-95, EXIT 6, Kingsland",30.8115729,-81.6636779
63910,OGMULGEE CHEVRON #419,"I-16, EXIT 6",Macon,GA,85,3.399,"I-16, EXIT 6, Macon",32.8192496,-83.5888709
63912,PILOT TRAVEL CENTER #4562,"I-95, EXIT 1",Kingsland,GA,75,3.57233333,"I-95, EXIT 1, Kingsland",30.8115729,-81.6636779
63912,PILOT #4562,"I-95, EXIT 1",Kingsland,GA,75,3.559,"I-95, EXIT 1, Kingsland",30.8115729,-81.6636779
63914,CIRCLE M #12,US-23/SR-365 & SR-52,Lula                                    ,GA,18,3.539,"US-23/SR-365 & SR-52, Lula                                    ",34.395043,-83.6909943
63915,HIGHWAY 80 CHEVRON,"I-185, EXIT 7",Midland                                 ,GA,50,3.399,"I-185, EXIT 7, Midland                                 ",31.9973456,-102.0779146
63922,THOMASVILLE TRAVEL CENTER,US-84 & SR-3,Thomasville,GA,20,3.18066666,"US-84 & SR-3, Thomasville",30.8374594,-83.9438119
63925,PILOT #4561,"I-75, EXIT 11",Valdosta,GA,20,3.359,"I-75, EXIT 11, Valdosta",30.8203341,-83.3177094
63925,PILOT TRAVEL CENTER #4561,"I-75, EXIT 11",Valdosta,GA,20,3.28566666,"I-75, EXIT 11, Valdosta",30.8203341,-83.3177094
63931,LOVES TRAVEL STOP #371,"I-95, EXIT 190",Dillon,SC,46,3.33066666,"I-95, EXIT 190, Dillon",34.4396976,-79.3787761
63937,CUBBYS #305,"I-29, EXIT 10 & SR-2",Percival,IA,319,3.694,"I-29, EXIT 10 & SR-2, Percival",44.0600145,-96.758754
63938,CUBBYS #301,US-34 & SR-48,Red Oak,IA,319,3.399,"US-34 & SR-48, Red Oak",41.0260188,-95.2328802
63942,Discount Zone,"I-10, EXIT CLEARVIEW",New Orleans,LA,725,3.279,"I-10, EXIT CLEARVIEW, New Orleans",30.050627,-89.9543301
63946,MINIT MART #600644,"I-80, EXIT 134",Joliet,IL,399,3.599,"I-80, EXIT 134, Joliet",41.4953176,-88.1634854
63955,ROAD RANGER #266,"I-72, EXIT 82 & CR-10",New Berlin,IL,280,3.539,"I-72, EXIT 82 & CR-10, New Berlin",39.6809961,-90.4961231
63955,ROAD RANGER #266,"I-72, EXIT 82 & CR-10",New Berlin,IL,280,3.439,"I-72, EXIT 82 & CR-10, New Berlin",39.6809961,-90.4961231
63955,ROAD RANGER #266,"I-72, EXIT 82 & CR-10",New Berlin,IL,280,3.479,"I-72, EXIT 82 & CR-10, New Berlin",39.6809961,-90.4961231
63957,SUNMART FOOD STORE,SR-37,Bloomington,IN,375,3.499,"SR-37, Bloomington",39.1756356,-86.5638474
63959,SPEEDWAY #1429,SR-59 & SR-56,Warrenville,IL,293,3.499,"SR-59 & SR-56, Warrenville",41.8205477,-88.2036797
63959,SPEEDWAY #1429,SR-59 & SR-56,Warrenville,IL,293,3.599,"SR-59 & SR-56, Warrenville",41.8205477,-88.2036797
63960,BUTLER ONE STOP,"I-69, EXIT 329",Butler                                  ,IN,370,3.519,"I-69, EXIT 329, Butler                                  ",0.0,0.0
63962,7-ELEVEN #40505,"I-80, EXIT 90",Elkhart,IN,465,4.11566666,"I-80, EXIT 90, Elkhart",41.731042,-85.9567918
63964,LOVES TRAVEL STOPS #242,"I-35 & FISHER RD, EXIT 144",Von Ormy,TX,740,3.249,"I-35 & FISHER RD, EXIT 144, Von Ormy",29.3103963,-98.6165685
63964,LOVES TRAVEL STOP #242,"I-35 & FISHER RD, EXIT 144",Von Ormy,TX,740,3.167,"I-35 & FISHER RD, EXIT 144, Von Ormy",29.3103963,-98.6165685
63965,GOOD TO GO #11,"I-65, EXIT 158",Frankfort,IN,375,3.549,"I-65, EXIT 158, Frankfort",36.1602597,-86.7928871
63966,PHILS ONE STOP,"I-69, EXIT 309B",Fort Wayne                              ,IN,370,3.67566666,"I-69, EXIT 309B, Fort Wayne                              ",41.0916397,-85.2183605
63972,7-ELEVEN #40506,"I-80/I-90, MM 125 WB",Howe,IN,465,3.899,"I-80/I-90, MM 125 WB, Howe",41.7216519,-85.4210994
63977,CAREFREE FOOD MART,"I-64, EXIT 92",Leavenworth                             ,IN,415,3.499,"I-64, EXIT 92, Leavenworth                             ",38.1557939,-83.6123938
63978,Gallops,"I-80, EXIT 107",Middlebury,IN,370,3.549,"I-80, EXIT 107, Middlebury",41.6742347,-85.7060467
63979,Jaks Oil,US-90,Broussard,LA,730,3.049,"US-90, Broussard",30.1540806,-91.9625738
63988,Petes #47,US-400/SR-47,Fredonia                                ,KS,307,3.299,"US-400/SR-47, Fredonia                                ",37.5339386,-95.8266483
63990,TREX MART #4,"I-229/US-59, EXIT 4B & US-36",Wathena                                 ,KS,400,2.999,"I-229/US-59, EXIT 4B & US-36, Wathena                                 ",39.7701497,-94.86151070000001
63992,SANDRAS QUICK STOP,US-169 & US-59,Garnett,KS,485,3.319,"US-169 & US-59, Garnett",38.2571305,-95.2487695
63994,U STOP #38,I-70 EXIT 298,Junction City,KS,553,3.35566666,"I-70 EXIT 298, Junction City",39.0077165,-96.8347862
63997,LEON GROCERY,US-400,Leon                                    ,KS,336,3.399,"US-400, Leon                                    ",37.6389362,-98.4350791
64001,PETES #53,US-400 & SR-99 & CR-939,Severy                                  ,KS,336,3.249,"US-400 & SR-99 & CR-939, Severy                                  ",37.702857,-96.2228749
64002,SPEEDWAY #9567,"I-65, EXIT 105",Lebanon Junction,KY,415,3.16566666,"I-65, EXIT 105, Lebanon Junction",37.8295713,-85.7197692
64003,HUCKS Food & Fuel #305,SR-9001 & WKY PKWY SERVICE AREA,Beaver Dam,KY,460,3.599,"SR-9001 & WKY PKWY SERVICE AREA, Beaver Dam",37.3445861,-86.9350059
64003,HUCKS Food & Fuel #305 dba Pilot Dealer #1288,SR-9001 & WKY PKWY SERVICE AREA,Beaver Dam,KY,460,3.629,"SR-9001 & WKY PKWY SERVICE AREA, Beaver Dam",37.3445861,-86.9350059
64016,SHELL,US-231 & SR-1468,Morgantown,KY,487,3.799,"US-231 & SR-1468, Morgantown",39.629526,-79.95589679999999
64020,LEEBOS # 9,"I-49, EXIT 90",Alexandria,LA,730,3.21566666,"I-49, EXIT 90, Alexandria",31.332359,-92.4900031
64021,CM AMITE,SR-16,Amite,LA,600,3.399,"SR-16, Amite",30.7266004,-90.5139603
64028,DELCAMBRE FUEL DEPOT,SR-14 & SR-89,Delcambre,LA,730,2.999,"SR-14 & SR-89, Delcambre",29.9529783,-91.99746189999999
64029,SUNSHINE SUPER STOP TRUCKS,"I-10, EXIT 182",Convent,LA,600,3.399,"I-10, EXIT 182, Convent",30.5279928,-99.852776
64030,STATE OIL,SR-23,Belle Chasse,LA,725,3.43233333,"SR-23, Belle Chasse",29.8383274,-90.0004127
64034,BOONES CHEVRON,SR-317,Franklin                                ,LA,623,3.899,"SR-317, Franklin                                ",39.9212669,-82.8801775
64036,CM PROSPECT STATION,SR-3087 & SR-660,Houma,LA,725,3.599,"SR-3087 & SR-660, Houma",29.608382,-90.6677618
64040,PILOT #1051,"I-10, EXIT 43 & SR-383",Iowa,LA,690,3.599,"I-10, EXIT 43 & SR-383, Iowa",41.8780025,-93.097702
64042,LA PLACE TRAVEL CENTER,"I-10, EXIT 209 & I-55, EXIT 1",La Place,LA,725,3.259,"I-10, EXIT 209 & I-55, EXIT 1, La Place",30.0981911,-90.4753903
